title,description,director,year,actors,categories
The Odyssey,"title: The Odyssey ,Description: Highly influential and a fearlessly ambitious pioneer, innovator, filmmaker, researcher and conservationist, Jacques-Yves Cousteau's aquatic adventure covers roughly thirty years of an inarguably rich in achievements life.",Jérôme Salle,2016,"['lambert wilson', ' pierre niney', ' audrey tautou', 'laurent lucas']","['adventure', 'biography']"
The Walk,"title: The Walk ,Description: In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.",Robert Zemeckis,2015,"['joseph gordon-levitt', ' charlotte le bon', 'guillaume baillargeon', ' émilie leclerc']","['adventure', 'biography', 'crime']"
Wrecker,"title: Wrecker ,Description: Best friends Emily and Lesley go on a road trip to the desert. When Emily decides to get off the highway and take a ""short cut,"" they become the target of a relentless and psychotic trucker... See full summary »",Micheal Bafaro,2015,"['anna hutchison', ' andrea whitburn', ' jennifer koenig', 'michael dickson']","['action', 'horror', 'thriller']"
The Lone Ranger,"title: The Lone Ranger ,Description: Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",Gore Verbinski,2013,"['johnny depp', ' armie hammer', ' william fichtner', 'tom wilkinson']","['action', 'adventure', 'western']"
Texas Chainsaw 3D,"title: Texas Chainsaw 3D ,Description: A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.",John Luessenhop,2013,"['alexandra daddario', ' tania raymonde', ' scott eastwood', ' trey songz']","['horror', 'thriller']"
Disturbia,"title: Disturbia ,Description: A teen living under house arrest becomes convinced his neighbor is a serial killer.",D.J. Caruso,2007,"['shia labeouf', ' david morse', ' carrie-anne moss', ' sarah roemer']","['drama', 'mystery', 'thriller']"
Rock of Ages,"title: Rock of Ages ,Description: A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.",Adam Shankman,2012,"['julianne hough', ' diego boneta', ' tom cruise', ' alec baldwin']","['comedy', 'drama', 'musical']"
Scream 4,"title: Scream 4 ,Description: Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",Wes Craven,2011,"['neve campbell', ' courteney cox', ' david arquette', ' lucy hale']","['horror', 'mystery']"
Queen of Katwe,"title: Queen of Katwe ,Description: A Ugandan girl sees her world rapidly change after being introduced to the game of chess.",Mira Nair,2016,"['madina nalwanga', ' david oyelowo', ' lupita nyongo', ' martin kabanza']","['biography', 'drama', 'sport']"
My Big Fat Greek Wedding 2,"title: My Big Fat Greek Wedding 2 ,Description: A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.",Kirk Jones,2016,"['nia vardalos', ' john corbett', ' michael constantine', ' lainie kazan']","['comedy', 'family', 'romance']"
Dark Places,"title: Dark Places ,Description: Libby Day was only eight years old when her family was brutally murdered in their rural Kansas farmhouse. Almost thirty years later, she reluctantly agrees to revisit the crime and uncovers the wrenching truths that led up to that tragic night.",Gilles Paquet-Brenner,2015,"['charlize theron', ' nicholas hoult', ' christina hendricks', ' chloë grace moretz']","['drama', 'mystery', 'thriller']"
Amateur Night,"title: Amateur Night ,Description: Guy Carter is an award-winning graduate student of architecture. He's got a beautiful wife and a baby on the way. The problem? He doesn't have ""his ducks in a row,"" which only fuels his ... See full summary »",Lisa Addario,2016,"['jason biggs', ' janet montgomery', 'ashley tisdale', ' bria l. murphy']",['comedy']
It's Only the End of the World,"title: It's Only the End of the World ,Description: Louis (Gaspard Ulliel), a terminally ill writer, returns home after a long absence to tell his family that he is dying.",Xavier Dolan,2016,"['nathalie baye', ' vincent cassel', ' marion cotillard', ' léa seydoux']",['drama']
The Skin I Live In,"title: The Skin I Live In ,Description: A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",Pedro Almodóvar,2011,"['antonio banderas', ' elena anaya', ' jan cornet', 'marisa paredes']","['drama', 'thriller']"
Miracles from Heaven,"title: Miracles from Heaven ,Description: A young girl suffering from a rare digestive disorder finds herself miraculously cured after surviving a terrible accident.",Patricia Riggen,2016,"['jennifer garner', ' kylie rogers', ' martin henderson', 'brighton sharbino']","['biography', 'drama', 'family']"
Annie,"title: Annie ,Description: A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",Will Gluck,2014,"['quvenzhané wallis', ' cameron diaz', ' jamie foxx', ' rose byrne']","['comedy', 'drama', 'family']"
Across the Universe,"title: Across the Universe ,Description: The music of the Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.",Julie Taymor,2007,"['evan rachel wood', ' jim sturgess', ' joe anderson', ' dana fuchs']","['drama', 'fantasy', 'musical']"
Let's Be Cops,"title: Let's Be Cops ,Description: Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",Luke Greenfield,2014,"['jake johnson', ' damon wayans jr.', ' rob riggle', ' nina dobrev']",['comedy']
Max,"title: Max ,Description: A Malinois dog that helped American Marines in Afghanistan returns to the United States and is adopted by his handler's family after suffering a traumatic experience.",Boaz Yakin,2015,"['thomas haden church', ' josh wiggins', ' luke kleintank', 'lauren graham']","['adventure', 'family']"
Your Highness,"title: Your Highness ,Description: When Prince Fabious's bride is kidnapped, he goes on a quest to rescue her... accompanied by his lazy useless brother Thadeous.",David Gordon Green,2011,"['danny mcbride', ' natalie portman', ' james franco', ' rasmus hardiker']","['adventure', 'comedy', 'fantasy']"
Final Destination 5,"title: Final Destination 5 ,Description: Survivors of a suspension-bridge collapse learn there's no way you can cheat Death.",Steven Quale,2011,"['nicholas dagosto', ' emma bell', ' arlen escarpeta', ' miles fisher']","['horror', 'thriller']"
Endless Love,"title: Endless Love ,Description: The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.",Shana Feste,2014,"['gabriella wilde', ' alex pettyfer', ' bruce greenwood', 'robert patrick']","['drama', 'romance']"
Martyrs,"title: Martyrs ,Description: A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity.",Pascal Laugier,2008,"['morjana alaoui', ' mylène jampanoï', ' catherine bégin', 'robert toupin']",['horror']
Selma,"title: Selma ,Description: A chronicle of Martin Luther King's campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama in 1965.",Ava DuVernay,2014,"['david oyelowo', ' carmen ejogo', ' tim roth', ' lorraine toussaint']","['biography', 'drama', 'history']"
Underworld: Rise of the Lycans,"title: Underworld: Rise of the Lycans ,Description: An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",Patrick Tatopoulos,2009,"['rhona mitra', ' michael sheen', ' bill nighy', ' steven mackintosh']","['action', 'adventure', 'fantasy']"
Taare Zameen Par,"title: Taare Zameen Par ,Description: An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",Aamir Khan,2007,"['darsheel safary', ' aamir khan', ' tanay chheda', ' sachet engineer']","['drama', 'family', 'music']"
Take Me Home Tonight,"title: Take Me Home Tonight ,Description: Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.",Michael Dowse,2011,"['topher grace', ' anna faris', ' dan fogler', ' teresa palmer']","['comedy', 'drama', 'romance']"
Resident Evil: Afterlife,"title: Resident Evil: Afterlife ,Description: While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.",Paul W.S. Anderson,2010,"['milla jovovich', ' ali larter', ' wentworth miller', 'kim coates']","['action', 'adventure', 'horror']"
Project X,"title: Project X ,Description: 3 high school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",Nima Nourizadeh,2012,"['thomas mann', ' oliver cooper', ' jonathan daniel brown', ' dax flame']",['comedy']
Secret in Their Eyes,"title: Secret in Their Eyes ,Description: A tight-knit team of rising investigators, along with their supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",Billy Ray,2015,"['chiwetel ejiofor', ' nicole kidman', ' julia roberts', ' dean norris']","['crime', 'drama', 'mystery']"
Hostel: Part II,"title: Hostel: Part II ,Description: Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.",Eli Roth,2007,"['lauren german', ' heather matarazzo', ' bijou phillips', ' roger bart']",['horror']
Step Up 2: The Streets,"title: Step Up 2: The Streets ,Description: Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.",Jon M. Chu,2008,"['robert hoffman', ' briana evigan', ' cassie ventura', ' adam g. sevani']","['drama', 'music', 'romance']"
Search Party,"title: Search Party ,Description: A pair of friends embark on a mission to reunite their pal with the woman he was going to marry.",Scot Armstrong,2014,"['adam pally', ' t.j. miller', ' thomas middleditch', 'shannon woodward']","['adventure', 'comedy']"
